209;206
0.11;0.1
-1.73;-2.04
1;1
24;24
4.82E-06;9.79E-06
2.925063;2.752655
0.6973244;0.2827236
117.54377;106.21066
3.54506696;2.91080378
1.86E-07;0
3.625412;0
3.397666;0
4;0
18;0
9;0
11;0
5;0
8;0
0.001086;0.01549
-0.95888;-2.73573
-0.045858;-0.02854
1.28651;0.45892
40.3;40.3
1.72;1.72
