id,N0,B1,B2,K,F,S,nLL,delta
92,30.0568659917055,216.28099495363,3.07939493093152e-11,0.359215466290177,4.29262780994997e-05,19.3873437426627,97.7403780987699,52.5522891898137
13,25.2804456357248,154.029493145169,3.13930085061691e-11,0.300268949297333,1.64880405314042e-05,1.03106900075057,100.134821120622,54.9467322116655
57,24.0547827357316,175.327925074667,2.10856636622873e-11,0.348374576381709,7.49104769637868e-06,1.35881129249175,148.58204128465,103.393952375694
66,88.748032374987,219.283090835667,4.69861355250584e-11,0.295754674050583,4.49703536449329e-05,0.534107993095992,377.622410016259,332.434321107303
18,35.8056030164123,141.150000005266,5.18519108490356e-11,0.243893917062454,3.20845465628402e-05,0.147486962435131,8443.83080104712,8398.64271213816
2,49.6141054899186,198.319782511619,1.30285700898594e-11,0.427883873496358,3.88437129085135e-05,0.622079190609296,Inf,Inf
3,35.1508815573161,194.20721367637,6.92156016144813e-12,0.370909127777448,1.5359279745099e-05,17.1397037193862,Inf,Inf
7,94.8320217733594,162.099993650193,1.80210721085766e-11,0.458719404752215,2.95819268743097e-05,8.66701696005271,Inf,Inf
8,27.9053961413813,196.781268371634,2.21687656512983e-11,0.325182291010524,4.38264267588291e-05,11.3345488551758,Inf,Inf
22,42.151825719254,119.594726636693,3.04433384631679e-11,0.400251761146155,3.92163872898432e-05,10.8151593052576,Inf,Inf
23,71.9595107914923,165.162636211801,3.85910356632411e-11,0.449954660734334,3.41133371645229e-05,0.90683392327928,Inf,Inf
25,2.67275043851631,125.162376979115,5.59212678696569e-11,0.319852567962864,6.44707484528573e-06,18.5179096383741,Inf,Inf
26,26.3176434944871,171.339065438077,8.21393781985269e-12,0.498058896603664,3.96529157353277e-05,3.00624006141645,Inf,Inf
27,10.2905838407699,140.154768926512,3.60153425628143e-11,0.265668969686204,4.86291517930987e-05,1.46945266631918,Inf,Inf
32,19.2529925837831,120.467756248761,3.98347430605792e-11,0.305887796632188,2.31752562755228e-06,16.6302779709729,Inf,Inf
33,41.2900441719792,192.189232962343,3.90383067021821e-12,0.480439702940005,2.73583664098181e-05,18.8644484914999,Inf,Inf
39,62.6630333261581,204.997491336031,2.69446069268233e-11,0.0289611556325245,4.80097855582325e-05,0.264623755360761,Inf,Inf
40,33.3746048203863,212.573965964346,2.98604190139742e-11,0.25136506189182,2.16184021720015e-05,17.7751094595307,Inf,Inf
41,93.8291405355037,215.026278885172,1.417605857205e-12,0.0142222650042885,2.64149702814927e-06,11.4809482936751,Inf,Inf
52,82.1434240074883,150.717223580012,5.67757030352822e-12,0.441701574350317,1.39371633998578e-05,17.9828401415344,Inf,Inf
53,95.7755009864608,123.802261737235,9.61269545173222e-12,0.432750472061494,6.00173666783064e-07,11.8944596826263,Inf,Inf
54,52.1808320308002,149.822167390507,3.46339185622112e-11,0.311807153267602,4.23727110043449e-05,2.2297803030088,Inf,Inf
55,11.2343185038827,134.242974935952,2.9150165106529e-11,0.347186821217559,1.27507807673465e-05,8.35806100260234,Inf,Inf
56,56.8105000999472,131.022695326701,3.36787473823955e-11,0.333147237233786,4.92385174249781e-05,7.23471591445649,Inf,Inf
59,97.0338760337945,205.79395962947,2.13124540727907e-11,0.452978893298368,1.9770553021461e-05,15.7400355612313,Inf,Inf
60,22.4825581738572,129.598939613772,4.95988272580985e-11,0.404383633475384,3.80102703963583e-05,14.9310313679153,Inf,Inf
61,74.7537472887699,174.54455207706,4.57179262167463e-12,0.417210445260778,4.721531823921e-05,2.4144979405191,Inf,Inf
63,52.5814156988975,170.125195710707,4.33494587579598e-11,0.0193418416181469,4.63793102069946e-05,15.2560164810124,Inf,Inf
65,9.84358079530523,186.467051920611,2.55202877360526e-11,0.465466579880059,1.9252592264473e-06,10.4824419565063,Inf,Inf
67,11.9008844916485,167.544233255311,2.41907536750052e-11,0.0419700247740078,4.78999390270321e-05,12.8270504906351,Inf,Inf
69,44.2753407099152,200.356803706806,2.85728465046993e-11,0.493084321310426,3.61549066122956e-06,13.0904146921244,Inf,Inf
70,50.9904565792139,213.845761631043,4.79679871354717e-11,0.471236971790564,4.30342039425022e-05,5.79138830996272,Inf,Inf
71,37.9957373493341,188.990666067698,2.01506521346762e-11,0.393620999132731,4.14597943089691e-05,7.4933464548155,Inf,Inf
73,70.6168390832672,160.510332456112,5.45679580577148e-11,0.389847160817225,2.25118972548368e-05,4.28682365214433,Inf,Inf
77,64.801611320856,157.333391092605,3.22816616504762e-12,0.385001649939045,2.54412332314317e-05,19.9252358581491,Inf,Inf
80,13.3437695170544,180.972603361117,1.52226320341053e-13,0.224102882776706,4.30786407037277e-08,15.1055274217321,Inf,Inf
82,49.106568394678,156.436505994695,1.25058566313864e-11,0.0205123705094217,8.39902807742997e-06,1.78746197639478,Inf,Inf
85,1.36354155972342,152.704053424268,1.08875939850916e-11,0.470222177720211,4.41257768243351e-05,6.54054025168923,Inf,Inf
86,16.0883200857914,176.220503629878,1.84997828368726e-11,0.486534352797812,8.89759607425088e-06,3.64256764559322,Inf,Inf
87,46.308444862536,132.565403862677,3.58774319299291e-11,0.134782356829809,4.96671560026442e-05,9.10877997734849,Inf,Inf
90,40.3114772148825,185.414022582023,5.27198579110177e-11,0.415627994243884,1.9030432160706e-05,14.514183921568,Inf,Inf
91,55.0994582125479,126.924939672869,5.3565321474238e-11,0.410298102349748,3.07094159530135e-05,5.52026168426641,Inf,Inf
94,55.6913937556397,146.08846627422,4.90764232899518e-11,0.365715289861879,1.44085604797078e-05,3.25609898364705,Inf,Inf
97,86.062704660164,138.130473927509,4.8963422297295e-11,0.47643919555935,3.67370472235379e-05,18.7479231131664,Inf,Inf
99,47.4853060288631,134.394031895026,4.07472875442091e-11,0.288571142707549,2.927091498489e-05,3.53006208035553,Inf,Inf
46,44.8885373145943,204.280521278298,5.37287100877958e-11,0.44069571436845,5.73407041758723e-06,2.74472516988747,NaN,NaN
78,53.5780919749973,220.785620784084,1.44679194082899e-11,0.211103140062853,2.42578008116841e-05,14.7483207845935,NaN,NaN
